domain1,domain2,interdomain,signal,class1,class2,GT,GT_ratio_order,pred_root_majority,acc_root_majority,pred_root_ttest,acc_root_ttest,pred_root_ttest_majority,acc_root_ttest_majority
geographical_entity,organization,True,gpt3_few_shot_cardinality,world heritage site,fast food restaurant,-1,2,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,gpt3_few_shot_cardinality,world heritage site,football club,-1,0,1.0,0,1.0,0,-1.0,1
geographical_entity,organization,True,gpt3_few_shot_cardinality,world heritage site,hospital,-1,2,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,gpt3_few_shot_cardinality,world heritage site,public library,-1,2,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,gpt3_few_shot_cardinality,world heritage site,publisher,-1,1,1.0,0,1.0,0,-1.0,1
geographical_entity,organization,True,gpt3_few_shot_cardinality,world heritage site,tea company,1,0,1.0,1,1.0,1,-1.0,0
geographical_entity,organization,True,gpt3_few_shot_cardinality,world heritage site,travel agency,-1,2,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,gpt3_few_shot_cardinality,world heritage site,university,-1,1,1.0,0,1.0,0,-1.0,1
geographical_entity,organization,True,gpt3_few_shot_cardinality,zoo,airline,1,0,-1.0,0,-1.0,0,-1.0,0
geographical_entity,organization,True,gpt3_few_shot_cardinality,zoo,animation studio,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,gpt3_few_shot_cardinality,zoo,bank,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,gpt3_few_shot_cardinality,zoo,coal power plant,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,gpt3_few_shot_cardinality,zoo,conglomerate,1,0,-1.0,0,-1.0,0,-1.0,0
geographical_entity,organization,True,gpt3_few_shot_cardinality,zoo,cooperative,-1,2,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,gpt3_few_shot_cardinality,zoo,cryptocurrency exchange,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,gpt3_few_shot_cardinality,zoo,fast food restaurant,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,gpt3_few_shot_cardinality,zoo,football club,1,0,-1.0,0,-1.0,0,-1.0,0
geographical_entity,organization,True,gpt3_few_shot_cardinality,zoo,hospital,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,gpt3_few_shot_cardinality,zoo,public library,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,gpt3_few_shot_cardinality,zoo,publisher,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,gpt3_few_shot_cardinality,zoo,tea company,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,gpt3_few_shot_cardinality,zoo,travel agency,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,gpt3_few_shot_cardinality,zoo,university,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,airport,airline,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,airport,animation studio,1,2,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,airport,bank,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,airport,coal power plant,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,airport,conglomerate,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,airport,cooperative,-1,1,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,airport,cryptocurrency exchange,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,airport,fast food restaurant,-1,1,1.0,0,0.0,0,1.0,0
geographical_entity,organization,True,wikidata,airport,football club,1,1,-1.0,0,-1.0,0,-1.0,0
geographical_entity,organization,True,wikidata,airport,hospital,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,airport,public library,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,airport,publisher,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,airport,tea company,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,airport,travel agency,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,airport,university,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,ancient civilization,airline,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,ancient civilization,animation studio,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,ancient civilization,bank,-1,2,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,ancient civilization,coal power plant,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,ancient civilization,conglomerate,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,ancient civilization,cooperative,-1,4,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,ancient civilization,cryptocurrency exchange,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,ancient civilization,fast food restaurant,-1,3,-1.0,1,0.0,0,-1.0,1
geographical_entity,organization,True,wikidata,ancient civilization,football club,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,ancient civilization,hospital,-1,3,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,ancient civilization,public library,-1,3,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,ancient civilization,publisher,-1,2,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,ancient civilization,tea company,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,ancient civilization,travel agency,-1,3,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,ancient civilization,university,-1,2,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,castle,airline,1,2,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,castle,animation studio,1,3,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,castle,bank,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,castle,coal power plant,1,2,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,castle,conglomerate,1,2,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,castle,cooperative,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,castle,cryptocurrency exchange,1,3,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,castle,fast food restaurant,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,castle,football club,1,2,-1.0,0,-1.0,0,-1.0,0
geographical_entity,organization,True,wikidata,castle,hospital,1,0,-1.0,0,-1.0,0,-1.0,0
geographical_entity,organization,True,wikidata,castle,public library,1,0,-1.0,0,-1.0,0,-1.0,0
geographical_entity,organization,True,wikidata,castle,publisher,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,castle,tea company,1,3,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,castle,travel agency,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,castle,university,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,city,airline,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,city,animation studio,1,2,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,city,bank,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,city,coal power plant,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,city,conglomerate,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,city,cooperative,-1,1,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,city,cryptocurrency exchange,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,city,fast food restaurant,-1,1,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,city,football club,1,1,-1.0,0,-1.0,0,-1.0,0
geographical_entity,organization,True,wikidata,city,hospital,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,city,public library,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,city,publisher,1,0,-1.0,0,-1.0,0,-1.0,0
geographical_entity,organization,True,wikidata,city,tea company,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,city,travel agency,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,city,university,1,0,-1.0,0,-1.0,0,-1.0,0
geographical_entity,organization,True,wikidata,dam,airline,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,dam,animation studio,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,dam,bank,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,dam,coal power plant,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,dam,conglomerate,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,dam,cooperative,-1,2,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,dam,cryptocurrency exchange,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,dam,fast food restaurant,-1,1,1.0,0,0.0,0,1.0,0
geographical_entity,organization,True,wikidata,dam,football club,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,dam,hospital,-1,1,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,dam,public library,-1,1,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,dam,publisher,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,dam,tea company,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,dam,travel agency,-1,1,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,dam,university,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,desert,airline,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,desert,animation studio,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,desert,bank,-1,2,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,desert,coal power plant,-1,1,1.0,0,1.0,0,-1.0,1
geographical_entity,organization,True,wikidata,desert,conglomerate,-1,1,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,desert,cooperative,-1,4,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,desert,cryptocurrency exchange,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,desert,fast food restaurant,-1,3,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,desert,football club,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,desert,hospital,-1,3,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,desert,public library,-1,3,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,desert,publisher,-1,2,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,desert,tea company,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,desert,travel agency,-1,3,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,desert,university,-1,2,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,highway,airline,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,highway,animation studio,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,highway,bank,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,highway,coal power plant,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,highway,conglomerate,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,highway,cooperative,-1,3,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,highway,cryptocurrency exchange,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,highway,fast food restaurant,-1,2,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,highway,football club,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,highway,hospital,-1,2,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,highway,public library,-1,2,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,highway,publisher,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,highway,tea company,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,highway,travel agency,-1,2,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,highway,university,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,island,airline,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,island,animation studio,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,island,bank,-1,1,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,island,coal power plant,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,island,conglomerate,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,island,cooperative,-1,2,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,island,cryptocurrency exchange,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,island,fast food restaurant,-1,2,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,island,football club,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,island,hospital,-1,1,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,island,public library,-1,1,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,island,publisher,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,island,tea company,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,island,travel agency,-1,1,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,island,university,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,lake,airline,1,3,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,lake,animation studio,1,4,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,lake,bank,1,2,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,lake,coal power plant,1,3,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,lake,conglomerate,1,3,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,lake,cooperative,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,lake,cryptocurrency exchange,1,4,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,lake,fast food restaurant,1,1,1.0,1,0.0,0,1.0,1
geographical_entity,organization,True,wikidata,lake,football club,1,3,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,lake,hospital,1,2,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,lake,public library,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,lake,publisher,1,2,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,lake,tea company,1,4,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,lake,travel agency,1,2,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,lake,university,1,2,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,national park,airline,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,national park,animation studio,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,national park,bank,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,national park,coal power plant,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,national park,conglomerate,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,national park,cooperative,-1,2,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,national park,cryptocurrency exchange,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,national park,fast food restaurant,-1,2,1.0,0,0.0,0,1.0,0
geographical_entity,organization,True,wikidata,national park,football club,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,national park,hospital,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,national park,public library,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,national park,publisher,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,national park,tea company,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,national park,travel agency,-1,1,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,national park,university,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,nuclear power plant,airline,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,nuclear power plant,animation studio,1,0,-1.0,0,-1.0,0,-1.0,0
geographical_entity,organization,True,wikidata,nuclear power plant,bank,-1,2,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,nuclear power plant,coal power plant,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,nuclear power plant,conglomerate,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,nuclear power plant,cooperative,-1,3,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,nuclear power plant,cryptocurrency exchange,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,nuclear power plant,fast food restaurant,-1,3,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,nuclear power plant,football club,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,nuclear power plant,hospital,-1,2,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,nuclear power plant,public library,-1,2,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,nuclear power plant,publisher,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,nuclear power plant,tea company,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,nuclear power plant,travel agency,-1,2,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,nuclear power plant,university,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,river,airline,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,river,animation studio,1,2,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,river,bank,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,river,coal power plant,1,2,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,river,conglomerate,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,river,cooperative,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,river,cryptocurrency exchange,1,2,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,river,fast food restaurant,-1,0,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,river,football club,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,river,hospital,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,river,public library,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,river,publisher,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,river,tea company,1,2,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,river,travel agency,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,river,university,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,volcano,airline,1,0,-1.0,0,-1.0,0,-1.0,0
geographical_entity,organization,True,wikidata,volcano,animation studio,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,volcano,bank,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,volcano,coal power plant,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,volcano,conglomerate,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,volcano,cooperative,-1,2,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,volcano,cryptocurrency exchange,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,volcano,fast food restaurant,-1,1,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,volcano,football club,1,0,-1.0,0,-1.0,0,-1.0,0
geographical_entity,organization,True,wikidata,volcano,hospital,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,volcano,public library,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,volcano,publisher,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,volcano,tea company,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,volcano,travel agency,-1,1,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,volcano,university,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,world heritage site,airline,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,world heritage site,animation studio,1,0,-1.0,0,-1.0,0,-1.0,0
geographical_entity,organization,True,wikidata,world heritage site,bank,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,world heritage site,coal power plant,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,world heritage site,conglomerate,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,world heritage site,cooperative,-1,3,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,world heritage site,cryptocurrency exchange,1,0,-1.0,0,-1.0,0,-1.0,0
geographical_entity,organization,True,wikidata,world heritage site,fast food restaurant,-1,2,-1.0,1,0.0,0,-1.0,1
geographical_entity,organization,True,wikidata,world heritage site,football club,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,world heritage site,hospital,-1,2,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,world heritage site,public library,-1,2,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,world heritage site,publisher,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,world heritage site,tea company,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,world heritage site,travel agency,-1,2,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,world heritage site,university,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,zoo,airline,1,0,-1.0,0,-1.0,0,-1.0,0
geographical_entity,organization,True,wikidata,zoo,animation studio,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,zoo,bank,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,zoo,coal power plant,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,zoo,conglomerate,1,0,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,zoo,cooperative,-1,2,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,zoo,cryptocurrency exchange,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,zoo,fast food restaurant,-1,1,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,zoo,football club,1,0,-1.0,0,-1.0,0,-1.0,0
geographical_entity,organization,True,wikidata,zoo,hospital,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,zoo,public library,-1,1,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,zoo,publisher,-1,0,-1.0,1,-1.0,1,-1.0,1
geographical_entity,organization,True,wikidata,zoo,tea company,1,1,1.0,1,1.0,1,1.0,1
geographical_entity,organization,True,wikidata,zoo,travel agency,-1,1,1.0,0,1.0,0,1.0,0
geographical_entity,organization,True,wikidata,zoo,university,-1,0,-1.0,1,-1.0,1,-1.0,1
man-made_object,man-made_object,False,coqex,bicycle,industrial robot,1,2,1.0,1,1.0,1,1.0,1
man-made_object,man-made_object,False,coqex,formula one circuit,bicycle,-1,7,-1.0,1,-1.0,1,-1.0,1
man-made_object,man-made_object,False,coqex,formula one circuit,industrial robot,-1,4,-1.0,1,-1.0,1,-1.0,1
man-made_object,man-made_object,False,coqex,formula one circuit,merchant ship,-1,2,-1.0,1,-1.0,1,-1.0,1
man-made_object,man-made_object,False,coqex,formula one circuit,percussion instrument,-1,0,1.0,0,1.0,0,-1.0,1
man-made_object,man-made_object,False,coqex,formula one circuit,skyscraper,-1,1,-1.0,1,-1.0,1,-1.0,1
man-made_object,man-made_object,False,coqex,formula one circuit,smartphone,-1,7,1.0,0,1.0,0,1.0,0
man-made_object,man-made_object,False,coqex,helicopter,bicycle,-1,4,-1.0,1,-1.0,1,-1.0,1
man-made_object,man-made_object,False,coqex,helicopter,formula one circuit,1,2,1.0,1,1.0,1,1.0,1
man-made_object,man-made_object,False,coqex,helicopter,industrial robot,-1,1,-1.0,1,-1.0,1,-1.0,1
man-made_object,man-made_object,False,coqex,helicopter,merchant ship,1,0,-1.0,0,-1.0,0,-1.0,0
man-made_object,man-made_object,False,coqex,helicopter,percussion instrument,1,2,1.0,1,1.0,1,1.0,1
man-made_object,man-made_object,False,coqex,helicopter,skyscraper,1,1,1.0,1,1.0,1,1.0,1
man-made_object,man-made_object,False,coqex,helicopter,smartphone,-1,4,1.0,0,1.0,0,1.0,0
man-made_object,man-made_object,False,coqex,helicopter,wind turbine,-1,0,-1.0,1,-1.0,1,-1.0,1
man-made_object,man-made_object,False,coqex,merchant ship,bicycle,-1,4,-1.0,1,-1.0,1,-1.0,1
man-made_object,man-made_object,False,coqex,merchant ship,industrial robot,-1,1,-1.0,1,-1.0,1,-1.0,1
man-made_object,man-made_object,False,coqex,merchant ship,percussion instrument,1,2,1.0,1,1.0,1,1.0,1
man-made_object,man-made_object,False,coqex,merchant ship,skyscraper,1,0,1.0,1,1.0,1,1.0,1
man-made_object,man-made_object,False,coqex,merchant ship,smartphone,-1,5,1.0,0,1.0,0,1.0,0
man-made_object,man-made_object,False,coqex,observatory,bicycle,-1,6,-1.0,1,-1.0,1,-1.0,1
man-made_object,man-made_object,False,coqex,observatory,formula one circuit,1,1,-1.0,0,-1.0,0,1.0,1
man-made_object,man-made_object,False,coqex,observatory,helicopter,-1,1,-1.0,1,-1.0,1,-1.0,1
man-made_object,man-made_object,False,coqex,observatory,industrial robot,-1,3,-1.0,1,-1.0,1,-1.0,1
man-made_object,man-made_object,False,coqex,observatory,merchant ship,-1,1,-1.0,1,-1.0,1,-1.0,1
man-made_object,man-made_object,False,coqex,observatory,percussion instrument,1,0,1.0,1,1.0,1,1.0,1
